Date;Market;Market Size;Product;Product Line;Product Type;State;Type;Inventory;Marketing;Profit;Sales;Total Expenses
4/1/12 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Oregon;Decaf;608;15;32;106;28
4/1/12 00:00;West;Small Market;Green Tea;Leaves;Tea;Oregon;Regular;502;34;98;267;57
4/1/12 00:00;West;Small Market;Chamomile;Leaves;Herbal Tea;Oregon;Decaf;777;9;31;87;21
4/1/12 00:00;West;Small Market;Caffe Mocha;Beans;Espresso;Oregon;Regular;336;18;28;129;46
4/1/12 00:00;West;Small Market;Amaretto;Beans;Coffee;Oregon;Regular;433;47;-3;125;76
3/1/12 00:00;West;Small Market;Lemon;Leaves;Herbal Tea;Oregon;Decaf;613;14;29;98;26
3/1/12 00:00;West;Small Market;Decaf Espresso;Beans;Espresso;Oregon;Decaf;1059;45;94;325;69
3/1/12 00:00;West;Small Market;Darjeeling;Leaves;Tea;Oregon;Regular;449;5;16;53;16
3/1/12 00:00;West;Small Market;Caffe Mocha;Beans;Espresso;Oregon;Regular;323;18;32;134;45
2/1/12 00:00;West;Small Market;Earl Grey;Leaves;Tea;Oregon;Regular;640;26;62;200;58
2/1/12 00:00;West;Small Market;Decaf Irish Cream;Beans;Coffee;Oregon;Decaf;357;16;38;128;38
2/1/12 00:00;West;Small Market;Decaf Espresso;Beans;Espresso;Oregon;Decaf;1073;47;99;340;71
2/1/12 00:00;West;Small Market;Chamomile;Leaves;Herbal Tea;Oregon;Decaf;772;9;28;81;20
2/1/12 00:00;West;Small Market;Amaretto;Beans;Coffee;Oregon;Regular;427;49;-4;129;79
1/1/12 00:00;West;Small Market;Decaf Irish Cream;Beans;Coffee;Oregon;Decaf;364;18;42;140;41
1/1/12 00:00;West;Small Market;Decaf Espresso;Beans;Espresso;Oregon;Decaf;1091;47;99;341;72
1/1/12 00:00;West;Small Market;Darjeeling;Leaves;Tea;Oregon;Regular;456;8;28;80;20
1/1/12 00:00;West;Small Market;Chamomile;Leaves;Herbal Tea;Oregon;Decaf;777;10;33;90;21
12/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;424;17;43;135;44
12/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1054;16;39;124;37
12/1/13 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;531;14;43;106;27
12/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1319;42;129;326;66
12/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;601;15;79;142;26
11/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;411;19;47;147;47
11/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;509;47;-6;133;77
11/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;561;29;104;213;42
11/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;659;24;86;201;56
11/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1283;50;159;387;75
10/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;405;17;39;131;45
10/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;572;29;110;218;41
10/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1037;16;40;126;37
10/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;650;23;83;194;54
10/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;580;21;117;199;32
9/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;509;47;-3;134;76
9/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;656;19;58;160;51
9/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;928;34;199;322;45
8/1/13 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;554;17;54;119;27
7/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;592;13;37;93;24
6/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;597;14;40;98;25
6/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;641;17;46;134;45
6/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;396;19;15;114;49
6/1/13 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;574;27;94;188;36
5/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;458;48;-4;127;73
5/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;602;14;41;98;24
5/1/13 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;499;24;121;208;33
4/1/13 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;593;25;93;190;37
4/1/13 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;777;25;142;238;36
3/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;323;18;46;143;46
3/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;952;19;47;144;41
3/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;541;23;80;192;54
3/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;325;22;24;137;55
3/1/13 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;603;27;102;206;40
3/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1059;45;140;346;69
2/1/13 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;427;49;-4;137;78
2/1/13 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;618;14;45;107;26
2/1/13 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;958;19;50;145;40
2/1/13 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;549;24;88;201;55
2/1/13 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;331;22;27;141;55
2/1/13 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1073;47;147;362;71
1/1/13 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;336;19;51;157;49
12/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;521;42;-6;112;71
12/1/12 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;677;22;47;168;54
12/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;531;14;29;99;27
12/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;601;15;53;133;26
11/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;984;22;84;198;33
11/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;536;13;27;92;25
11/1/12 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1283;50;107;363;75
11/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;930;33;128;290;44
10/1/12 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;405;17;26;123;45
10/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;915;34;133;302;46
9/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;509;47;-2;126;76
9/1/12 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;579;20;47;140;32
9/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;981;28;106;245;39
9/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;409;17;7;102;50
9/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;548;19;42;132;32
9/1/12 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1280;43;87;310;68
9/1/12 00:00;Central;Major Market;Amaretto;Beans;Coffee;Colorado;Regular;928;34;134;302;45
8/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;513;33;-10;89;62
8/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1046;12;16;91;34
7/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;517;36;-10;95;66
7/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;1007;35;139;312;46
7/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;419;19;12;115;52
7/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;564;28;71;199;41
6/1/12 00:00;Central;Major Market;Earl Grey;Leaves;Tea;Colorado;Regular;1028;16;27;117;37
6/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;574;27;68;190;39
5/1/12 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1156;41;83;298;66
4/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;593;25;63;178;37
3/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;421;47;-4;125;77
3/1/12 00:00;Central;Major Market;Decaf Espresso;Beans;Espresso;Colorado;Decaf;541;23;54;180;54
3/1/12 00:00;Central;Major Market;Darjeeling;Leaves;Tea;Colorado;Regular;325;22;16;129;55
3/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;603;27;69;193;40
2/1/12 00:00;Central;Major Market;Lemon;Leaves;Herbal Tea;Colorado;Decaf;427;49;-3;129;78
2/1/12 00:00;Central;Major Market;Green Tea;Leaves;Tea;Colorado;Regular;618;14;30;100;26
2/1/12 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1073;47;99;340;71
2/1/12 00:00;Central;Major Market;Caffe Mocha;Beans;Espresso;Colorado;Regular;449;21;80;189;32
1/1/12 00:00;Central;Major Market;Mint;Leaves;Herbal Tea;Colorado;Decaf;336;19;33;140;47
1/1/12 00:00;Central;Major Market;Decaf Irish Cream;Beans;Coffee;Colorado;Decaf;821;26;101;234;38
1/1/12 00:00;Central;Major Market;Colombian;Beans;Coffee;Colorado;Regular;623;27;68;190;39
1/1/12 00:00;Central;Major Market;Chamomile;Leaves;Herbal Tea;Colorado;Decaf;1091;47;99;341;72
12/1/13 00:00;East;Small Market;Green Tea;Leaves;Tea;Connecticut;Regular;818;9;42;87;21
12/1/13 00:00;East;Small Market;Darjeeling;Leaves;Tea;Connecticut;Regular;898;14;70;131;26
12/1/13 00:00;East;Small Market;Colombian;Beans;Coffee;Connecticut;Regular;1166;37;156;308;69
11/1/13 00:00;East;Small Market;Mint;Leaves;Herbal Tea;Connecticut;Decaf;1060;21;56;160;43
10/1/13 00:00;East;Small Market;Caffe Mocha;Beans;Espresso;Connecticut;Regular;606;54;1;153;83
9/1/13 00:00;East;Small Market;Green Tea;Leaves;Tea;Connecticut;Regular;809;6;25;61;17
9/1/13 00:00;East;Small Market;Decaf Espresso;Beans;Espresso;Connecticut;Decaf;380;15;34;120;42
8/1/13 00:00;East;Small Market;Lemon;Leaves;Herbal Tea;Connecticut;Decaf;606;27;39;159;56
8/1/13 00:00;East;Small Market;Darjeeling;Leaves;Tea;Connecticut;Regular;890;9;39;82;20
7/1/13 00:00;East;Small Market;Mint;Leaves;Herbal Tea;Connecticut;Decaf;1070;18;46;131;36
7/1/13 00:00;East;Small Market;Darjeeling;Leaves;Tea;Connecticut;Regular;894;9;44;86;19
6/1/13 00:00;East;Small Market;Mint;Leaves;Herbal Tea;Connecticut;Decaf;1042;20;50;141;38
6/1/13 00:00;East;Small Market;Decaf Espresso;Beans;Espresso;Connecticut;Decaf;367;15;26;107;40
6/1/13 00:00;East;Small Market;Colombian;Beans;Coffee;Connecticut;Regular;1102;30;109;230;57
4/1/13 00:00;East;Small Market;Green Tea;Leaves;Tea;Connecticut;Regular;775;7;27;66;19
4/1/13 00:00;East;Small Market;Darjeeling;Leaves;Tea;Connecticut;Regular;821;13;64;123;25
4/1/13 00:00;East;Small Market;Colombian;Beans;Coffee;Connecticut;Regular;962;38;159;311;69
3/1/13 00:00;East;Small Market;Lemon;Leaves;Herbal Tea;Connecticut;Decaf;476;32;58;201;65
2/1/13 00:00;East;Small Market;Green Tea;Leaves;Tea;Connecticut;Regular;772;7;31;70;18
2/1/13 00:00;East;Small Market;Decaf Espresso;Beans;Espresso;Connecticut;Decaf;305;18;43;139;46
1/1/13 00:00;East;Small Market;Darjeeling;Leaves;Tea;Connecticut;Regular;821;14;73;138;27
1/1/13 00:00;East;Small Market;Colombian;Beans;Coffee;Connecticut;Regular;961;40;179;347;75
12/1/12 00:00;East;Small Market;Green Tea;Leaves;Tea;Connecticut;Regular;818;9;28;82;21
12/1/12 00:00;East;Small Market;Decaf Espresso;Beans;Espresso;Connecticut;Decaf;392;16;21;114;44
11/1/12 00:00;East;Small Market;Darjeeling;Leaves;Tea;Connecticut;Regular;885;15;51;132;27
10/1/12 00:00;East;Small Market;Lemon;Leaves;Herbal Tea;Connecticut;Decaf;593;30;34;177;64
10/1/12 00:00;East;Small Market;Green Tea;Leaves;Tea;Connecticut;Regular;806;6;18;60;18
9/1/12 00:00;East;Small Market;Lemon;Leaves;Herbal Tea;Connecticut;Decaf;599;25;24;150;59
9/1/12 00:00;East;Small Market;Caffe Mocha;Beans;Espresso;Connecticut;Regular;612;56;2;149;85
8/1/12 00:00;East;Small Market;Mint;Leaves;Herbal Tea;Connecticut;Decaf;1064;15;24;110;36
8/1/12 00:00;East;Small Market;Green Tea;Leaves;Tea;Connecticut;Regular;811;5;12;47;16
7/1/12 00:00;East;Small Market;Mint;Leaves;Herbal Tea;Connecticut;Decaf;1070;18;33;132;39
7/1/12 00:00;East;Small Market;Lemon;Leaves;Herbal Tea;Connecticut;Decaf;613;28;32;169;61
